track_id,track_name,artist_name,album_name,genres,emotions,instrumentals
1285,намрын шивнээ,айзам,айзам-20 жил,"blues,electronic,ethnicrock,ethno,pop","dream,happy,melodic,uplifting","electricguitar,orchestra,piano"
1286,чи минь,айзам,айзам-20 жил,"blues,electronic,ethnicrock,ethno,jazz,rock","happy,melodic,party,retro,sport","electricguitar,piano,synthesizer"
1287,арван жил,айзам,айзам-20 жил,"electronic,ethno,lounge,rnb","happy,melodic,retro","orchestra,piano"
1288,сонгино хайрхан,айзам,айзам-20 жил,"ambient,blues,ethno,house,popfolk","corporate,dream,love,melodic,soundscape","acousticbassguitar,classicalguitar,synthesizer"
1289,амрагийн бүүвэй,айзам,айзам-20 жил,"ambient,blues,dance,easylistening,electronic,ethnicrock,ethno,newwave,pop,rock","fast,happy,movie,retro,sport,upbeat","electricguitar,piano,sampler"
1290,өнчин улиас,айзам,айзам-20 жил,"blues,funk,pop","energetic,melodic,relaxing","accordion,computer,drums"
1291,дурсамж,айзам,айзам-20 жил,"drumnbass,electronic,funk,instrumentalpop,pop,trance","fun,happy,melodic,retro,summer,upbeat,uplifting","accordion,synthesizer"
1292,чамдаа зориулъя,айзам,айзам-20 жил,"electronic,ethno,instrumentalpop,jazzfusion,pop","energetic,melodic,party,retro","orchestra,pad"
1293,хавар,айзам,айзам-20 жил,"ethno,folk,instrumentalpop,jazz,pop","adventure,dream,happy,motivational,powerful,uplifting","acousticguitar,orchestra"
1294,хайрын дууг минь сонсооч,айзам,айзам-20 жил,"ambient,easylistening,electronic,ethno,jazz,lounge,soundtrack","dream,happy,melodic,powerful,relaxing,retro","piano,synthesizer"
1295,нутгийн цагаан шөнө,айзам,айзам-20 жил,"electropop,ethnicrock,ethno,experimental,jazz,jazzfusion,pop,synthpop","adventure,dream,happy,melodic,movie,retro","beat,orchestra,sampler,synthesizer"
1296,улаанбаатар,айзам,айзам-20 жил,"blues,edm,electronic,ethno,folk,instrumentalpop,orchestral,pop,techno","happy,melodic,powerful,relaxing,retro,soundscape,upbeat","accordion,orchestra,piano"
1298,зүүд,айзам,айзам-20 жил,"classical,easylistening,ethno,experimental,jazz,psychedelic","christmas,dream,happy,powerful,retro,upbeat","piano,synthesizer"
1300,trapstar,fla,trapstar,"ambient,drumnbass,electronic,techno","commercial,dark,inspiring,melodic,relaxing,sexy","drummachine,synthesizer"
1301,ilt lit,fla,trapstar,"chillout,electronic,hiphop,orchestral,reggae,techno","commercial,dream,happy,party,relaxing","computer,sampler"
1302,slime,fla,trapstar,"ambient,easylistening,electronic","dream,fun,inspiring,retro",synthesizer
1303,yasanch yahav,fla,trapstar,"alternative,fusion,hiphop,instrumentalrock","ambiental,energetic,fast,fun,happy,melodic,relaxing,summer,uplifting","computer,synthesizer"
1304,no cap,fla,trapstar,"ambient,electronic,industrial,pop,techno","dream,melodic,party,relaxing,sexy,space,summer","computer,synthesizer"
1305,big drip,fla,trapstar,"easylistening,electronic,experimental,newwave,popfolk,reggae","adventure,christmas,dream,uplifting","drummachine,piano,synthesizer"
1306,gang,fla,trapstar,"ambient,electronic,fusion,techno","dream,inspiring,love,uplifting","drummachine,synthesizer"
1307,all night,fla,trapstar,"darkambient,electronic,funk,hiphop,house,jazz,jazzfusion,world","energetic,funny,inspiring,melodic,retro,summer","beat,computer"
1308,time is money,fla,trapstar,"dance,electronic,experimental,reggae,techno","dark,melodic,relaxing,retro,sport","guitar,synthesizer"
1309,wishy washy,fla,trapstar,"electronic,hiphop,newage,techno","deep,happy,melodic,relaxing,space,summer,uplifting","computer,synthesizer"
1310,manaid honoy,fla,trapstar,"atmospheric,drumnbass,electronic,house,techno","deep,dream,inspiring,relaxing,retro,summer","computer,orchestra,synthesizer"
1311,divaajin,fla,trapstar,"disco,electronic,psychedelic,rap,techno","dark,energetic,melodic,party,relaxing,uplifting","keyboard,synthesizer"
1312,god level,fla,trapstar,"atmospheric,club,electronic,industrial,techno","deep,dream,energetic,happy,melodic,relaxing","computer,drummachine"
1313,ice cream man,fla,trapstar,"drumnbass,electronic,ethno,hiphop,reggae,techno","deep,energetic,fast,melodic,sport",piano
1314,life is beautifuloi,fla,trapstar,"drumnbass,electronic,fusion,indie","ambiental,deep,dream,inspiring,melodic,summer","computer,synthesizer"
1315,шаргын говийн ялаа,capital band,proletarian,"disco,electronic,ethno,experimental,newage","christmas,dream,energetic,game,inspiring,melodic,uplifting","beat,keyboard,orchestra"
1316,зөөлөн үнсэлт,capital band,proletarian,"easylistening,electronic,experimental,folk,techno,trance","ambiental,christmas,drama,fast,happy,powerful,relaxing,retro","acousticguitar,computer,drummachine"
1317,mujer bonita,capital band,proletarian,"electronic,ethno,reggae,techno","ballad,dream,energetic,inspiring,melodic,summer","computer,piano,synthesizer"
1318,зүүн тархины дуу,capital band,proletarian,"blues,ethno,fusion,gothic,pop,rock","dream,epic,happy,holiday,melodic,soundscape","accordion,acousticbassguitar,electricguitar,synthesizer"
1319,найз,capital band,proletarian,"blues,electronic,ethno,jazzfusion,newage","epic,game,happy,holiday,melodic",keyboard
1320,үнэнгээ барь,capital band,proletarian,"atmospheric,chillout,disco,drumnbass,electronic,grunge,rap,techno","happy,melodic,relaxing,retro,space","computer,piano"
1321,миний зам,capital band,proletarian,"disco,electronic,ethno,newage,pop","dream,game,happy,holiday,inspiring,melodic,uplifting","electricguitar,keyboard,orchestra,sampler"
1322,толинд тусах хүн,capital band,proletarian,"ambient,classical,electronic,ethno,experimental,folk,jazzfusion,techno","christmas,dramatic,dream,emotional,happy,space,uplifting","piano,synthesizer"
1323,энх мөрөн,capital band,proletarian,"blues,classical,ethno,experimental,folk,newage,soundtrack","ambiental,corporate,dream,game,happy,melodic","keyboard,sampler"
1324,virtuoso,cozyslashclot & hxsoyvm,the virtuoso side a,"darkwave,electronic,hiphop,instrumentalrock","dream,energetic,love,melodic,upbeat","beat,keyboard"
1325,coming for yo life,cozyslashclot & hxsoyvm,the virtuoso side a,"chillout,dubstep,electronic,hiphop,rock,trance,triphop","energetic,fast,happy,powerful,romantic,uplifting",bass
1326,tryna run,cozyslashclot & hxsoyvm,the virtuoso side a,"dance,dubstep,trance","fast,melodic,retro,space,uplifting",sampler
1327,late,cozyslashclot & hxsoyvm,the virtuoso side a,"electronic,house,pop,techno","commercial,dark,fast,happy,retro",sampler
1328,light a cig,cozyslashclot & hxsoyvm,the virtuoso side a,"drumnbass,electronic,ethno,hiphop,techno","deep,dramatic,energetic,party,retro","acousticbassguitar,computer"
1329,yo ass trippin,cozyslashclot & hxsoyvm,the virtuoso side a,"darkwave,drumnbass,electronic,techno,trance","dream,holiday,party,sport,upbeat","beat,computer"
1330,clot,cozyslashclot & hxsoyvm,the virtuoso side a,"drumnbass,electronic,house,instrumentalrock,pop,reggae","energetic,fast,melodic,party,retro,sexy",orchestra
1331,murda vibe,cozyslashclot & hxsoyvm,the virtuoso side a,"drumnbass,electronic,progressive","cool,fast,upbeat",sampler
1332,holocaust,cozyslashclot & hxsoyvm,the virtuoso side a,"electronic,industrial,lounge,newage,pop,rap","dark,deep,melodic,retro","bass,voice"
1333,vol. 1,cozyslashclot & hxsoyvm,the virtuoso side a,"ethno,rap,techno","inspiring,melodic,retro",beat
1334,shed my skin [bonus track],cozyslashclot & hxsoyvm,the virtuoso side a,"dubstep,electronic,ethno,hiphop,industrial,poprock,trance","cool,dream,emotional,love,melodic,retro,uplifting","bass,drummachine,sampler"
1335,playa pimpin,cozyslashclot & hxsoyvm,the virtuoso side b,"drumnbass,electronic,ethno","dream,relaxing",synthesizer
1336,hollow point,cozyslashclot & hxsoyvm,the virtuoso side b,"electronic,experimental,rock","energetic,melodic,sexy",computer
1337,duckin' dodgin',cozyslashclot & hxsoyvm,the virtuoso side b,"electronic,techno","dark,relaxing,summer",computer
1338,flexin' & gunnin',cozyslashclot & hxsoyvm,the virtuoso side b,"electronic,ethno,experimental","relaxing,retro,uplifting",sampler
1339,put'em in a hoe spot,cozyslashclot & hxsoyvm,the virtuoso side b,"electronic,techno,trance","deep,relaxing,summer",acousticbassguitar
1340,bust a hoe,cozyslashclot & hxsoyvm,the virtuoso side b,"electronic,ethno,reggae,techno","dream,fun,melodic,retro,sexy,space",sampler
1341,кто здесь главный,cozyslashclot & hxsoyvm,the virtuoso side b,"house,instrumentalrock,reggae,techno","horror,melodic,retro,space,uplifting",keyboard
1342,let's see what you can do,cozyslashclot & hxsoyvm,the virtuoso side b,"dance,electronic,techno","dark,groovy,melodic",keyboard
1343,kreepin out da kut,cozyslashclot & hxsoyvm,the virtuoso side b,"dance,easylistening,electronic,lounge,reggae","dream,happy,upbeat",keyboard
1344,vol.2,cozyslashclot & hxsoyvm,the virtuoso side b,"disco,electronic,industrial,lounge,reggae,techno","documentary,drama,dream,energetic,melodic","flute,keyboard"
1345,bonus track,cozyslashclot & hxsoyvm,the virtuoso side b,"dance,electronic,experimental","melodic,relaxing,romantic","computer,keyboard"
1346,broda,babar,broda,"darkambient,drumnbass,electronic,experimental,hiphop","dream,energetic,party,retro,romantic,soundscape,space","acousticbassguitar,drummachine"
1347,анхны шөнө ft jason,babar,anhnii shunu ft jason,"ambient,electronic,experimental,pop,rnb","commercial,love,melodic,relaxing,retro,romantic","bass,piano"
1348,чамдаа зориулъя,babar,чамдаа зориулъя,"classical,dance,electronic,ethno,funk,hiphop,lounge,pop,techno,trance","cool,fun,happy,inspiring,melodic,motivational,powerful,retro,soundscape,uplifting","bongo,drummachine,piano,pipeorgan"
1349,may one,babar,may one ft desant,"chanson,disco,hiphop,poprock,world","adventure,inspiring,party,retro,sport",computer
1350,murder,fla,murder,"folk,fusion,techno","dark,dream,fast,relaxing,romantic,sexy,space,uplifting","computer,drummachine,synthesizer"
1351,designer,fla,designer ft babu,"chillout,disco,drumnbass,electronic,techno","deep,epic,party,space",computer
1352,nadad hamaagui,fla,nadad hamaagui ft. lil thug e,"ambient,electronic,hiphop,techno","dark,energetic,inspiring,retro,upbeat,uplifting","bongo,computer"
1353,get money,fla,get money ft lil thug-e ginjin,"electronic,fusion,hiphop,progressive,psychedelic,reggae,techno","dream,energetic,game,melodic,soundscape,space,uplifting","drummachine,synthesizer"
1354,sak ft icetop s&i,bx,my love,"easylistening,ethno,experimental,funk,hiphop,pop,poprock","christmas,deep,dream,party,summer","drummachine,guitar,orchestra"
1355,sweet girl,bx,my love,"electronic,experimental,reggae,trance","ambiental,christmas,dream,happy,inspiring,melodic,party",computer
1356,one love (sound track),bx,my love,"electronic,experimental,pop,reggae,world","christmas,corporate,dream,happy,inspiring,party,relaxing,retro","computer,orchestra,piano"
1357,don't cry,bx,my love,"ambient,chillout,dance,electronic,popfolk,reggae","dream,epic,fun,inspiring,party,upbeat,uplifting","computer,guitar,piano"
1358,special lady,bx,my love,"blues,electronic,experimental,funk,instrumentalpop,pop,techno","cool,fun,inspiring,love,melodic,movie,retro,upbeat","keyboard,orchestra,sampler"
1359,winter song,bx,my love,"experimental,funk,jazz,latin,trance","adventure,corporate,fast,happy,party,relaxing,retro,sexy","computer,piano"
1360,this is b.x,bx,my love,"electronic,experimental,hiphop,jazz,pop","christmas,dream,inspiring,love,sexy",bongo
1361,my love,bx,my love,"bossanova,electronic,ethno,experimental,pop,rap,world","christmas,dream,happy,sexy","computer,guitar,organ"
1362,love is not game (ft b.a.t),bx,my love,"ambient,chillout,electronic,ethno,reggae","cool,dream,motivational,romantic","computer,drums"
1363,sorrow,bx,my love,"blues,drumnbass,dubstep,electronic,electropop,funk,instrumentalpop,techno","deep,dream,film,motivational,retro,romantic,sexy,summer","classicalguitar,orchestra"
1364,mr freedom ft nominjin,bx,my love,"drumnbass,electronic,experimental,funk,industrial,pop","christmas,dream,retro,romantic,summer",computer
1365,you are beautiful ft haynaa,bx,my love,"country,easylistening,electronic,ethno,experimental,pop,reggae,worldfusion","christmas,dream,epic,happy,inspiring,romantic,sexy","drums,orchestra,piano"
1366,she love is listen ft quiza,bx,my love,"electronic,experimental,newwave,techno,trance","christmas,dream,energetic,happy,inspiring,melodic,party,retro","computer,keyboard,piano"
1367,my vision,bx,my love,"electronic,experimental,indie,pop,poprock,reggae","christmas,dream,funny,happy,upbeat","beat,classicalguitar,computer"
1368,instrumental (one love),bx,my love,"electronic,experimental,hiphop,jazz,jazzfusion,pop,reggae,world","adventure,christmas,dream,happy,inspiring,relaxing,retro","computer,orchestra,piano,synthesizer"
1369,who is bx,bx,зөв бай cd1,"electronic,experimental,pop,reggae,techno","christmas,deep,dream,inspiring",beat
1370,my mother,bx,зөв бай cd1,"electronic,ethno,experimental,pop,popfolk,reggae,techno","dream,happy,relaxing,retro,uplifting","electricguitar,piano,sampler"
1371,dougie hiiy,bx,зөв бай cd1,"electronic,fusion,hiphop,oriental,techno,world","cool,dark,energetic,film,happy,melodic","bass,sampler"
1372,чи дэлхийг өөрчилж чадна,bx,зөв бай cd1,"electronic,experimental,house,reggae,trance,world","christmas,energetic,fast,happy,melodic,sport","bass,orchestra,piano,synthesizer"
1373,миний аав,bx,зөв бай cd1,"classical,electronic,ethno,jazz,pop,world","dream,happy,love,motivational,relaxing,retro,upbeat,uplifting","keyboard,piano"
1374,дандаа л хамт,bx,зөв бай cd1,"breakbeat,dance,electronic,ethno,popfolk,techno,trance","emotional,game,melodic,motivational,powerful","piano,sampler,synthesizer"
1375,hey baby,bx,зөв бай cd1,"chillout,dance,electronic,experimental,reggae,trance","christmas,commercial,dream,inspiring,melodic,party,retro","computer,sampler"
1376,хайр байж,bx,зөв бай cd1,"electronic,ethno,experimental,fusion,reggae","commercial,cool,epic,inspiring,melodic","computer,guitar,piano"
1377,ивээлдээ ав,bx,зөв бай cd1,"easylistening,electronic,ethno,house,techno","cool,energetic,film,melodic",sampler
1378,чамгүй миний,bx,зөв бай cd1,"dance,electronic,ethno,experimental,pop,techno,trance","children,fast,happy,inspiring,melodic,party","bass,classicalguitar,keyboard,strings"
1379,зөв бай,bx,зөв бай cd1,"country,electronic,hiphop,reggae,techno","energetic,melodic,sexy,sport",beat
1380,one dream ft quiza,bx,зөв бай cd2,"electronic,reggae,techno","fast,fun,inspiring,melodic,retro,sexy,sport","bongo,sampler"
1381,love romance ft maraljingoo,bx,зөв бай cd2,"electronic,ethno,trance","melodic,sport","drummachine,drums"
1382,хаана байна ft bebe flash,bx,зөв бай cd2,"blues,electronic,experimental,pop,reggae","adventure,christmas,dream,epic,happy,inspiring,sport","orchestra,sampler"
1383,"pretty lady ft seriouz, opozit, dandii",bx,зөв бай cd2,"electronic,ethno,reggae,techno","cool,emotional,holiday,inspiring,melodic","drummachine,sampler"
1384,max,bx,зөв бай cd2,"ambient,electronic,folk,groove,pop,trance","cool,dream,energetic,fast,inspiring,melodic,space",sampler
1385,dream ft maraljingoo,bx,зөв бай cd2,"ambient,dance,electronic,poprock","dream,epic,happy,melodic,motivational,retro,uplifting","acousticguitar,computer,piano"
1386,3d ft sonor,bx,зөв бай cd2,"electronic,punkrock,reggae,trance,world","dream,fast,happy,inspiring,melodic,retro,sport,upbeat",sampler
1387,music freedom,bx,зөв бай cd2,"alternative,electronic,ethno,experimental,hiphop,reggae,rock,trance","christmas,dream,fun,melodic,party,romantic,soundscape,sport","beat,computer,orchestra"
1388,enemies,pacrap,enemies,"electronic,hiphop,newage,psychedelic,world","dream,melodic,sport",sampler
1389,хүүхэд,pacrap,so many tears,"ethno,experimental,folk,funk,latin,lounge,poprock","documentary,dream,funny,happy,soundscape,sport,summer","clarinet,guitar,orchestra"
1390,r18,pacrap,рашаантын 18,"dubstep,ethno,experimental,lounge,techno","calm,dream,summer,upbeat,uplifting","brass,classicalguitar"
1391,dont letem call you b**ch feat bethany,pacrap,dont letem call you b**ch feat bethany,"disco,electronic,funk,rap,reggae","deep,happy,sport,upbeat","beat,orchestra"
1392,нэргүй дуу ft og bro,pacrap,нэргүй дуу ft og bro,"electronic,pop,psychedelic,trance","dream,funny,melodic,relaxing","beat,computer"
1393,umht,pacrap,урлаг монголд хөгжихийн төлөө,"darkambient,electronic,ethnicrock,hiphop,jazz,psychedelic,techno","deep,dream,happy,relaxing,sexy,sport","computer,synthesizer"
1394,эцэсгүй ft usukhu,bx,эцэсгүй ft usukhu,"drumnbass,electronic,industrial,rock,trance","deep,dream,energetic,fun,holiday,inspiring,melodic,retro","computer,guitar"
1395,intro,bx,i have dream,"electronic,ethno,experimental,indie,industrial,newage,pop,trance","dream,fast,fun,melodic,nature,relaxing","beat,orchestra,synthesizer"
1396,i have dream,bx,i have dream,"ethno,latin,reggae","dream,inspiring,love,melodic,soundscape,uplifting","beat,sampler"
1397,in the club,bx,i have dream,"electronic,ethno,reggae,techno","dream,fast,party,sport","computer,orchestra"
1398,love song ft эгшиглэн,bx,i have dream,"electronic,ethno,newage,pop,techno","christmas,dream,game,inspiring,melodic,party,space","acousticguitar,orchestra"
1399,maybe love,bx,i have dream,"electronic,ethno,pop,techno,trance","deep,energetic,melodic,soundscape,uplifting","computer,piano"
1400,эргэлзээ,bx,i have dream,"electronic,ethno,pop,reggae,techno","energetic,happy,inspiring,melodic",bass
1401,алдаа ft negun,bx,i have dream,"electronic,ethno,newage,techno","cool,dream,energetic,epic,fast,inspiring,retro","beat,drummachine"
1402,biography,bx,i have dream,"country,electronic,ethno,experimental,rock,trance","christmas,cool,deep,dream,groovy,holiday,melodic","piano,sampler"
1403,"луйврын хот ft агиймаа, эгшиглэн, quiza",bx,i have dream,"dance,electronic,funk,house,instrumentalpop,pop,reggae","energetic,love,melodic,party,powerful,retro",sampler
1404,promise,bx,i have dream,"electronic,hiphop,reggae,trance","dream,energetic,groovy,uplifting","bongo,piano"
1405,yeah,bx,i have dream,"drumnbass,electronic,experimental,hiphop,house,reggae","dream,energetic,love,melodic,sport,uplifting",computer
1406,gate,bx,i have dream,"electronic,ethno,funk,lounge,orchestral,reggae","dream,inspiring,melodic,motivational,retro,soundscape",orchestra
1407,яг одоо,bx,i have dream,"electronic,hiphop,industrial,techno","game,happy,melodic,retro,sport,summer","accordion,acousticbassguitar,computer"
1408,believe me,bx,i have dream,"electronic,ethno,instrumentalpop,jazz,rap,reggae","adventure,fast,happy,love,powerful,retro","classicalguitar,orchestra,piano"
1409,4 days,bx,i have dream,"electronic,ethno,reggae,techno","dream,holiday,romantic,uplifting","computer,synthesizer"
1410,100% ft эгшиглэн,bx,i have dream,"electronic,ethno,funk,fusion","cool,dream,happy,inspiring,melodic,sport","drummachine,sampler"
1411,give me justice 2,pacrap,give me justice 2,"club,experimental,newage,soul","deep,dream,energetic,sport","drummachine,drums"
1412,give me justice,pacrap,give me justice,"ethno,pop,techno","dream,energetic,film","keyboard,sampler"
1413,хоосон,don dior,хосоон,"electronic,minimal,techno","happy,melodic,party,retro,space,uplifting",pad
1414,999,racyy,999 ft  munktugrik,"blues,electronic,electropop,latin,techno","corporate,dream,happy,uplifting","beat,guitar"
1415,duugui baij,jossey,duugui baij,"blues,drumnbass,edm,electronic,electropop,fusion,reggae,trance","cool,dream,happy,melodic,uplifting",computer
1416,moment,jossey,moment,"classical,deephouse,easylistening,electronic,instrumentalpop","advertising,dream,emotional,soundscape,space","guitar,synthesizer"
1417,хамт байх уу,o.z,хамт байх уу,"drumnbass,electronic,experimental,indie","christmas,deep,dream,happy,party,summer","bass,orchestra,piano"
1418,эх нутгийн дуу,б.замилан,эх нутгийн дуу,"breakbeat,classical,easylistening,ethno,folk,instrumentalrock,soundtrack","adventure,dream,energetic,happy,powerful,travel,uplifting","piano,synthesizer"
1419,бүх зүйл,or go,бүх зүйл,"fusion,instrumentalrock,pop,poprock,progressive,techno,world","action,christmas,dream,epic,happy,melodic,uplifting","electricguitar,guitar"
1420,эрвээхэй,or go,эрвээхэй,"atmospheric,electronic,ethno,indie,pop","dark,dream,inspiring,melodic,motivational,space","keyboard,piano,synthesizer"
1421,хар замын хаан,or go,хар замын хаан,"ambient,blues,dance,electronic,ethno,experimental,funk","background,dream,fun,game,inspiring,melancholic,melodic",keyboard
1422,juana,or go,juana,"blues,electronic,newage,pop,techno","christmas,dream,love,melodic","computer,synthesizer"
1423,алсад суугаа ээж,с.жавхлан,харин,"chillout,electronic,ethno,newage,newwave,rock,soundtrack,worldfusion","christmas,dream,emotional,energetic,game,happy,love,melodic","piano,sampler,synthesizer"
1424,зүүдэнд уяатай аав,с.жавхлан,харин,"drumnbass,dubstep,ethno,experimental,lounge,trance","dream,happy,melodic,retro,space,uplifting","keyboard,strings"
1425,хөлгүй цэнхэр нуур,с.жавхлан,харин,"classical,electronic,ethnicrock,ethno,experimental,techno,trance","emotional,happy,melodic,powerful,retro,sad",piano
1426,аав л ээж л 2 минь,с.жавхлан,харин,"electronic,folk,fusion,hard,newage,techno","adventure,happy,melodic,powerful","drummachine,drums"
1427,цаг цагийн аяс,с.жавхлан,харин,"dance,ethno,lounge,pop,poprock","melodic,uplifting","drums,electricguitar,guitar"
1428,загийн алим,с.жавхлан,харин,"ethno,house,lounge,metal","adventure,happy,melodic,relaxing,retro","guitar,piano"
1429,зүүдэнд ирдэг урангоо,с.жавхлан,харин,"electronic,ethno,experimental,pop,poprock,world","adventure,ambiental,christmas,dream,happy,party","computer,electricguitar,piano"
1430,ямархан сэтгэл мартах юм бэ,с.жавхлан,харин,"easylistening,electronic,ethno,instrumentalpop,instrumentalrock,pop,reggae,trance,world","adventure,emotional,happy,love,melodic,powerful,retro","classicalguitar,piano"
1431,бидэн 2-ийн жаргал,с.жавхлан,харин,"atmospheric,electronic,ethno,latin,newwave","fast,film,happy,melodic,powerful,retro,travel","bass,keyboard,piano"
1432,хайрын цэнхэр нулимс,с.жавхлан,харин,"blues,classicrock,ethno,folk,poprock,trance","adventure,dream,film,happy,melodic,uplifting","computer,guitar,synthesizer"
1433,насан багын дурсамж,с.жавхлан,харин,"electronic,ethno,jazzfusion,pop,rock,techno","energetic,happy,melodic","accordion,acousticguitar,piano"
1434,хүүгийн бодол,с.жавхлан,хүүгийн бодол,"ambient,club,dubstep,electronic,folk,metal,newage","dream,emotional,melodic,motivational,powerful,soundscape","bell,keyboard,synthesizer"
1435,миний найз,с.жавхлан,хүүгийн бодол,"blues,classical,ethno,folk,jazz,soundtrack,techno","advertising,dream,happy,powerful,relaxing","drums,flute,piano,synthesizer"
1436,нутгийн жаахан цээмаа,с.жавхлан,хүүгийн бодол,"chillout,electronic,experimental,folk,pop,reggae","dream,energetic,motivational,uplifting","computer,orchestra,piano"
1437,хүлээлээ,с.жавхлан,хүүгийн бодол,"country,electronic,ethno,folk,rock,trance","dream,happy,love,melodic,uplifting","piano,synthesizer"
1438,шөнө амталсан нулимс (жүжгийн дуу),с.жавхлан,хүүгийн бодол,"ambient,classical,drumnbass,dubstep,electropop,folk,jazz,newage,pop,progressive,rock,techno","advertising,dream,energetic,epic,happy,love,melodic,motivational,party,powerful,space","bell,computer,drummachine,synthesizer"
1439,сэргэлэн жаахан дүү,с.жавхлан,хүүгийн бодол,"classical,club,dubstep,easylistening,electronic,ethnicrock,ethno,experimental,indie,rap,reggae,trance","dream,happy,uplifting","guitar,orchestra,piano,sampler"
1440,монголжингоо,с.жавхлан,хүүгийн бодол,"electronic,ethno,instrumentalrock,newwave,poprock","melodic,romantic",sampler
1445,зөн билэгтэй ээж,с.жавхлан,хүүгийн бодол,"electronic,folk,pop,poprock,trance","corporate,dream,love,party,uplifting","guitar,piano,synthesizer"
1446,ааваа дуулъя ft дэлгэрмөрөн,с.жавхлан,хүүгийн бодол,"bossanova,classical,electronic,electropop,ethno,folk,pop,poprock","dream,happy,powerful,uplifting","computer,synthesizer"
1447,ижийгээ би баярлуулсан,с.жавхлан,хүүгийн бодол,"ethno,folk,lounge,pop,soundtrack","epic,inspiring,melodic,powerful,relaxing,space","drums,orchestra"
1449,эрээн нуур,с.жавхлан,хүүгийн бодол,"chillout,dubstep,electronic,ethno,newwave,pop,trance,world","dream,energetic,happy,melodic,powerful,retro","bell,keyboard,piano,synthesizer"
1451,дарьгангын нутаг,с.жавхлан,хүүгийн бодол,"ambient,classical,country,drumnbass,electronic,folk,poprock,trance","dream,energetic,epic,fast,happy,love,movie",computer
1452,ижий суврага,с.жавхлан,хүүгийн бодол,"ethno,experimental,jazz,pop,soundtrack,techno","adventure,ambiental,dream,happy,powerful,retro","guitar,orchestra,synthesizer"
1453,монголын үнэртэй салхи,с.жавхлан,хүүгийн бодол,"easylistening,electronic,ethnicrock,ethno,house,lounge,pop,trance","adventure,emotional,happy,love,melodic,powerful,retro,soundscape","computer,orchestra,piano"
1454,анхны цас,с.жавхлан,исгэрээ,"ambient,chillout,classical,deephouse,easylistening,ethno","christmas,epic,happy,powerful,soundscape,uplifting","electricguitar,keyboard"
1455,ale contor bass,с.жавхлан,исгэрээ,"dub,electronic,electropop,ethno,fusion,hiphop,jazz","cool,dramatic,energetic,happy,retro","keyboard,piano,sampler"
1456,tornera,с.жавхлан,исгэрээ,"blues,ethno,experimental,newage,rock","adventure,energetic,happy,melodic,uplifting",keyboard
1457,хойд нутгийн хавар ( japan ),с.жавхлан,исгэрээ,"ambient,blues,chillout,electronic,ethno,hiphop,progressive,techno,world","ambiental,commercial,energetic,happy,powerful,romantic",keyboard
1458,15-ны сар,с.жавхлан,исгэрээ,"electronic,experimental,fusion,newage","cool,epic,happy,retro,sad","electricguitar,piano"
1459,aurora,jossey,aurora,"blues,drumnbass,electronic,folk,hiphop,techno,trance","dream,happy,inspiring,uplifting","bass,computer"
1460,don't be shy,sanaa z,don't be shy ft rutuu,"electronic,experimental,indie,newwave,pop,techno","corporate,dream,epic,inspiring,uplifting","computer,orchestra"
1461,сартай шөнө,с.жавхлан,би монгол хүн,"blues,electronic,folk,fusion","adventure,advertising,epic,happy,powerful,retro","classicalguitar,computer"
1462,хайрын гэгээ бороо,с.жавхлан,би монгол хүн,"blues,country,disco,electronic,folk,house,lounge,reggae,trance","energetic,epic,happy,powerful,retro,summer","computer,flute"
1463,зүүдний бороо,с.жавхлан,би монгол хүн,"classical,ethno,folk,pop,popfolk,techno,trance","epic,happy,love,powerful,space","accordion,computer,keyboard"
1464,хайрлан дуулж явье,с.жавхлан,би монгол хүн,"blues,electronic,progressive","advertising,commercial,epic,fast,fun,powerful","classicalguitar,orchestra"
1465,дуулимд ганцхан ээж,с.жавхлан,би монгол хүн,"ambient,blues,classical,classicrock,indie,jazzfusion,newwave,progressive","adventure,dream,emotional,epic,happy,melodic,space,uplifting","electricguitar,piano,synthesizer"
1466,хүний сайхан орчлонд,с.жавхлан,би монгол хүн,"blues,celtic,chillout,classical,disco,folk,lounge,poprock,trance","adventure,dream,energetic,happy,motivational,uplifting","acousticguitar,computer"
1467,ижий хайр,с.жавхлан,би монгол хүн,"chillout,hardrock,lounge,rock,soundtrack,trance","happy,melodic,powerful,uplifting",computer
1468,ааваа санана,с.жавхлан,би монгол хүн,"chillout,disco,electronic,ethno,folk,pop,trance","dream,energetic,epic,fast,melodic,powerful,uplifting","computer,keyboard"
1469,гэгээн хүслэн,с.жавхлан,би монгол хүн,"classical,electronic,gothic,progressive,techno,trance","energetic,film,happy,motivational,party,powerful,romantic","drums,synthesizer"
1470,амьдрал,с.жавхлан,би монгол хүн,"blues,classical,deephouse,drumnbass,electronic,hiphop,indie,instrumentalrock,poprock,reggae","dream,energetic,happy,melodic","computer,piano"
1471,сэлэнгэ,с.жавхлан,би монгол хүн,"blues,country,electronic,rock,techno,trance","energetic,happy,uplifting",computer
1472,улаан гом,с.жавхлан,би монгол хүн,"classical,electronic,hiphop,newage,pop","energetic,epic,happy,powerful","orchestra,piano,strings"
1473,наадмын морьдын тоос,с.жавхлан,би монгол хүн,"classical,drumnbass,fusion,pop,techno,trance,triphop","adventure,fast,happy,powerful",computer
